year,university_id,university_name,offer_count,degree_level,source_name,source_kind,source_snapshot,source_url,filters_json,notes,mainland_school_id,applicant_count,enrolled_count
2026,australian-national-university,The Australian National University,602,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":518,""sourceSchoolId"":11295,""title"":""澳大利亚国立大学"",""titleEn"":""The Australian National University"",""allStu"":602,""cnStu"":602,""outStu"":0}]}",allStu=602; cnStu=602; outStu=0,,,
2026,university-of-california-los-angeles,"University of California, Los Angeles",556,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":18,""sourceSchoolId"":1598,""title"":""加州大学洛杉矶分校"",""titleEn"":""University of California, Los Angeles"",""allStu"":556,""cnStu"":556,""outStu"":0}]}",allStu=556; cnStu=556; outStu=0,,,
2026,university-of-rochester,University of Rochester,537,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":66,""sourceSchoolId"":1605,""title"":""罗彻斯特大学"",""titleEn"":""University of Rochester"",""allStu"":537,""cnStu"":537,""outStu"":0}]}",allStu=537; cnStu=537; outStu=0,,,
2026,university-of-california-berkeley,"University of California, Berkeley",524,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":16,""sourceSchoolId"":1594,""title"":""加州大学伯克利分校"",""titleEn"":""University of California, Berkeley"",""allStu"":524,""cnStu"":524,""outStu"":0}]}",allStu=524; cnStu=524; outStu=0,,,
2026,the-university-of-adelaide,The University of Adelaide,519,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":531,""sourceSchoolId"":11701,""title"":""阿德莱德大学"",""titleEn"":""The University of Adelaide"",""allStu"":519,""cnStu"":519,""outStu"":0}]}",allStu=519; cnStu=519; outStu=0,,,
2026,university-of-alberta,University of Alberta,468,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":527,""sourceSchoolId"":11642,""title"":""阿尔伯塔大学"",""titleEn"":""University of Alberta"",""allStu"":468,""cnStu"":468,""outStu"":0}]}",allStu=468; cnStu=468; outStu=0,,,
2026,university-of-waterloo,University of Waterloo,431,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":162,""sourceSchoolId"":3414,""title"":""滑铁卢大学"",""titleEn"":""University of Waterloo"",""allStu"":431,""cnStu"":431,""outStu"":0}]}",allStu=431; cnStu=431; outStu=0,,,
2026,mcmaster-university,McMaster University,429,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":483,""sourceSchoolId"":10454,""title"":""麦克马斯特大学"",""titleEn"":""McMaster University"",""allStu"":429,""cnStu"":429,""outStu"":0}]}",allStu=429; cnStu=429; outStu=0,,,
2026,university-of-maryland-college-park,University of Maryland,417,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":60,""sourceSchoolId"":1702,""title"":""马里兰大学帕克分校"",""titleEn"":""University of Maryland"",""allStu"":417,""cnStu"":417,""outStu"":0}]}",allStu=417; cnStu=417; outStu=0,,,
2026,virginia-tech,Virginia Tech,409,undergraduate,翠鹿升学榜,api,offer_rank_pages_1_51.json,https://meiben666.com/mb/api/v2/offerRank/getOSchoolRank,"{""degree"":""本科"",""eduLevel"":""192"",""ranking"":""中国学生榜"",""areaRankId"":""0"",""sortBy"":""0"",""kw"":"""",""sourceRecords"":[{""rank"":91,""sourceSchoolId"":1685,""title"":""弗吉尼亚理工大学"",""titleEn"":""Virginia Tech"",""allStu"":409,""cnStu"":409,""outStu"":0}]}",allStu=409; cnStu=409; outStu=0,,,
